sample	seedcat	seed	cof	site	mus	bar	obs	rumbo	rumbcat	pool	abseed	abper	obs1	obs2	obs3	obs4	or1	or2	or3	or4	or5	long	alt	potseed	potmus	potper	pendiente
1593	2	20	15068	48	5	0	1	224	4	10	3	4	1	0	0	0	0	0	0	1	0	1	1.44	20	19.5	16	0.08
1594	2	25	15068	48	10	0	3	224	4	10	3	4	0	0	1	0	0	0	0	1	0	1.5	1.48	20	19.5	16	0.10
1595	2	20	15068	48	10	0	3	224	4	10	3	4	0	0	1	0	0	0	0	1	0	2	1.53	20	19.5	16	0.08
1596	2	20	15068	48	35	1	1	224	4	10	3	4	1	0	0	0	0	0	0	1	0	2.5	1.57	20	19.5	16	0.08
1597	3	35	15068	48	20	5	1	224	4	10	3	4	1	0	0	0	0	0	0	1	0	3	1.61	20	19.5	16	0.10
1598	2	15	15068	48	10	5	1	224	4	10	3	4	1	0	0	0	0	0	0	1	0	3.5	1.66	20	19.5	16	0.08
1599	3	50	15068	48	10	5	1	224	4	10	3	4	1	0	0	0	0	0	0	1	0	4	1.7	20	19.5	16	0.10
1600	3	35	15068	48	10	5	3	224	4	10	3	4	0	0	1	0	0	0	0	1	0	4.5	1.75	20	19.5	16	0.08
1601	2	20	15068	48	20	1	3	224	4	10	3	4	0	0	1	0	0	0	0	1	0	5	1.79	20	19.5	16	0.08
1602	2	15	15068	48	25	5	1	224	4	10	3	4	1	0	0	0	0	0	0	1	0	5.5	1.83	20	19.5	16	0.10
1603	2	25	15068	48	40	5	1	224	4	10	3	4	1	0	0	0	0	0	0	1	0	6	1.88	20	19.5	16	0.08
1604	1	5	15068	48	20	0	4	224	4	10	3	4	0	0	0	1	0	0	0	1	0	6.5	1.92	20	19.5	16	0.08
1605	2	15	15068	48	20	5	1	224	4	10	3	4	1	0	0	0	0	0	0	1	0	7	1.96	20	19.5	16	0.10
1606	2	20	15068	48	15	5	1	224	4	10	3	4	1	0	0	0	0	0	0	1	0	7.5	2.01	20	19.5	16	0.08
1607	4	70	15068	48	20	0	1	224	4	10	3	4	1	0	0	0	0	0	0	1	0	8	2.05	20	19.5	16	0.08
1608	3	50	15068	48	10	5	1	224	4	10	3	4	1	0	0	0	0	0	0	1	0	8.5	2.09	20	19.5	16	0.10
1609	3	40	15068	48	20	5	1	224	4	10	3	4	1	0	0	0	0	0	0	1	0	9	2.14	20	19.5	16	0.08
1610	2	10	15068	48	10	5	3	224	4	10	3	4	0	0	1	0	0	0	0	1	0	9.5	2.18	20	19.5	16	0.08
1611	2	10	15068	48	5	0	3	224	4	10	3	4	0	0	1	0	0	0	0	1	0	10	2.22	20	19.5	16	0.10
1612	2	10	15068	48	0	1	1	224	4	10	3	4	1	0	0	0	0	0	0	1	0	10.5	2.27	20	19.5	16	0.08
1613	1	5	15068	48	10	20	3	224	4	10	3	4	0	0	1	0	0	0	0	1	0	11	2.31	20	19.5	16	0.10
1614	1	5	15068	48	0	1	1	224	4	10	3	4	1	0	0	0	0	0	0	1	0	11.5	2.36	20	19.5	16	0.08
1615	2	10	15068	48	20	10	1	224	4	10	3	4	1	0	0	0	0	0	0	1	0	12	2.4	20	19.5	16	0.08
1616	1	5	15068	48	10	0	3	224	4	10	3	4	0	0	1	0	0	0	0	1	0	12.5	2.44	20	19.5	16	0.10
1617	1	5	15068	48	10	10	3	224	4	10	3	4	0	0	1	0	0	0	0	1	0	13	2.49	20	19.5	16	0.08
1618	1	5	15068	48	10	0	1	224	4	10	3	4	1	0	0	0	0	0	0	1	0	13.5	2.53	20	19.5	16	0.08
1619	2	10	15068	48	5	0	1	224	4	10	3	4	1	0	0	0	0	0	0	1	0	14	2.57	20	19.5	16	0.10
1620	1	5	15068	48	5	0	1	224	4	10	3	4	1	0	0	0	0	0	0	1	0	14.5	2.62	20	19.5	16	0.08
1621	1	1	15068	48	1	0	1	224	4	10	3	4	1	0	0	0	0	0	0	1	0	15	2.66	20	19.5	16	0.08
1622	2	10	15068	48	20	0	1	224	4	10	3	4	1	0	0	0	0	0	0	1	0	15.5	2.7	20	19.5	16	0.10
1623	1	0	15068	48	5	0	1	224	4	10	3	4	1	0	0	0	0	0	0	1	0	16	2.75	20	19.5	16	0.08
1624	1	0	15068	48	0	0	1	224	4	10	3	4	1	0	0	0	0	0	0	1	0	16.5	2.79	20	19.5	16	0.08
1625	2	10	15068	48	15	0	3	224	4	10	3	4	0	0	1	0	0	0	0	1	0	17	2.83	20	19.5	16	0.10
1626	2	20	15068	48	15	0	3	224	4	10	3	4	0	0	1	0	0	0	0	1	0	17.5	2.88	20	19.5	16	0.08
1627	1	5	15068	48	5	0	1	224	4	10	3	4	1	0	0	0	0	0	0	1	0	18	2.92	20	19.5	16	0.10
1628	1	5	15068	48	0	0	1	224	4	10	3	4	1	0	0	0	0	0	0	1	0	18.5	2.97	20	19.5	16	0.08
1629	1	1	15068	48	5	0	1	224	4	10	3	4	1	0	0	0	0	0	0	1	0	19	3.01	20	19.5	16	0.08
1630	1	1	15068	48	1	0	1	224	4	10	3	4	1	0	0	0	0	0	0	1	0	19.5	3.05	20	19.5	16	0.10
1631	2	15	15068	48	15	0	3	224	4	10	3	4	0	0	1	0	0	0	0	1	0	20	3.1	20	19.5	16	0.08
1632	1	0	15068	48	0	0	1	224	4	10	3	4	1	0	0	0	0	0	0	1	0	20.5	3.14	20	19.5	16	0.08
1633	1	0	15068	49	0	0	1	296	5	5	3	3.5	1	0	0	0	0	0	0	0	1	0	0.4	14.5	14.5	13.5	1.00
1634	1	5	15068	49	20	35	1	296	5	5	3	3.5	1	0	0	0	0	0	0	0	1	0.5	0.9	14.5	14.5	13.5	1.00
1635	1	5	15068	49	30	30	1	296	5	5	3	3.5	1	0	0	0	0	0	0	0	1	1	1.4	14.5	14.5	13.5	1.00
1636	1	5	15068	49	25	35	1	296	5	5	3	3.5	1	0	0	0	0	0	0	0	1	1.5	1.9	14.5	14.5	13.5	1.00
1637	1	5	15068	49	20	30	1	296	5	5	3	3.5	1	0	0	0	0	0	0	0	1	2	2.4	14.5	14.5	13.5	1.00
1638	2	10	15068	49	20	10	1	296	5	5	3	3.5	1	0	0	0	0	0	0	0	1	2.5	2.9	14.5	14.5	13.5	0.22
1639	2	10	15068	49	30	10	1	296	5	5	3	3.5	1	0	0	0	0	0	0	0	1	3	3.01	14.5	14.5	13.5	0.24
1640	1	5	15068	49	25	20	1	296	5	5	3	3.5	1	0	0	0	0	0	0	0	1	3.5	3.13	14.5	14.5	13.5	0.22
1641	2	10	15068	49	30	10	1	296	5	5	3	3.5	1	0	0	0	0	0	0	0	1	4	3.24	14.5	14.5	13.5	0.22
1642	2	10	15068	49	25	20	3	296	5	5	3	3.5	0	0	1	0	0	0	0	0	1	4.5	3.35	14.5	14.5	13.5	0.24
1643	2	10	15068	49	40	0	1	296	5	5	3	3.5	1	0	0	0	0	0	0	0	1	5	3.47	14.5	14.5	13.5	0.22
1644	2	10	15068	49	30	0	1	296	5	5	3	3.5	1	0	0	0	0	0	0	0	1	5.5	3.58	14.5	14.5	13.5	0.24
1645	2	10	15068	49	30	30	1	296	5	5	3	3.5	1	0	0	0	0	0	0	0	1	6	3.7	14.5	14.5	13.5	0.22
1646	2	10	15068	49	5	80	3	296	5	5	3	3.5	0	0	1	0	0	0	0	0	1	6.5	3.81	14.5	14.5	13.5	0.22
1647	2	10	15068	49	20	10	1	296	5	5	3	3.5	1	0	0	0	0	0	0	0	1	7	3.92	14.5	14.5	13.5	0.24
1648	2	10	15068	49	20	10	3	296	5	5	3	3.5	0	0	1	0	0	0	0	0	1	7.5	4.04	14.5	14.5	13.5	0.22
1649	2	10	15068	49	20	10	1	296	5	5	3	3.5	1	0	0	0	0	0	0	0	1	8	4.15	14.5	14.5	13.5	0.22
1650	1	0	15068	49	10	10	2	296	5	5	3	3.5	0	1	0	0	0	0	0	0	1	8.5	4.26	14.5	14.5	13.5	0.24
1651	2	10	15068	49	15	50	1	296	5	5	3	3.5	1	0	0	0	0	0	0	0	1	9	4.38	14.5	14.5	13.5	0.22
1652	2	10	15068	49	20	35	1	296	5	5	3	3.5	1	0	0	0	0	0	0	0	1	9.5	4.49	14.5	14.5	13.5	0.22
1653	1	5	15068	49	5	10	1	296	5	5	3	3.5	1	0	0	0	0	0	0	0	1	10	4.6	14.5	14.5	13.5	0.24
1654	1	5	15068	49	5	5	1	296	5	5	3	3.5	1	0	0	0	0	0	0	0	1	10.5	4.72	14.5	14.5	13.5	0.22
1655	2	10	15068	49	10	5	1	296	5	5	3	3.5	1	0	0	0	0	0	0	0	1	11	4.83	14.5	14.5	13.5	0.24
1656	3	45	15068	49	30	10	1	296	5	5	3	3.5	1	0	0	0	0	0	0	0	1	11.5	4.95	14.5	14.5	13.5	0.22
1657	2	10	15068	49	15	10	3	296	5	5	3	3.5	0	0	1	0	0	0	0	0	1	12	5.06	14.5	14.5	13.5	0.22
1658	1	1	15068	49	0	0	1	296	5	5	3	3.5	1	0	0	0	0	0	0	0	1	12.5	5.17	14.5	14.5	13.5	0.24
1659	1	1	15068	49	0	0	1	296	5	5	3	3.5	1	0	0	0	0	0	0	0	1	13	5.29	14.5	14.5	13.5	0.22
1660	1	0	15068	49	0	0	1	296	5	5	3	3.5	1	0	0	0	0	0	0	0	1	13.5	5.4	14.5	14.5	13.5	0.12
1661	1	0	15068	49	15	0	4	296	5	5	3	3.5	0	0	0	1	0	0	0	0	1	14	5.46	14.5	14.5	13.5	0.12
1662	1	1	15068	49	0	0	1	296	5	5	3	3.5	1	0	0	0	0	0	0	0	1	14.5	5.52	14.5	14.5	13.5	0.12
1663	1	0	15068	49	0	0	1	296	5	5	3	3.5	1	0	0	0	0	0	0	0	1	15	5.58	14.5	14.5	13.5	0.12
1664	1	0	15068	49	0	0	1	296	5	5	3	3.5	1	0	0	0	0	0	0	0	1	15.5	5.64	14.5	14.5	13.5	0.12
1665	1	0	15068	49	0	0	1	296	5	5	3	3.5	1	0	0	0	0	0	0	0	1	16	5.7	14.5	14.5	13.5	0.12
1666	1	0	15068	50	0	0	1	286	5	5	2	4	1	0	0	0	0	0	0	0	1	0	0.59	10.5	10	9	1.00
1667	1	0	15068	50	0	0	1	286	5	5	2	4	1	0	0	0	0	0	0	0	1	0.5	1.09	10.5	10	9	1.00
1668	1	0	15068	50	0	0	1	286	5	5	2	4	1	0	0	0	0	0	0	0	1	1	1.59	10.5	10	9	1.00
1669	1	0	15068	50	0	0	1	286	5	5	2	4	1	0	0	0	0	0	0	0	1	1.5	2.09	10.5	10	9	1.00
1670	2	10	15068	50	0	0	1	286	5	5	2	4	1	0	0	0	0	0	0	0	1	2	2.59	10.5	10	9	1.00
1671	2	10	15068	50	5	0	1	286	5	5	2	4	1	0	0	0	0	0	0	0	1	2.5	3.09	10.5	10	9	1.00
1672	2	10	15068	50	0	0	1	286	5	5	2	4	1	0	0	0	0	0	0	0	1	3	3.59	10.5	10	9	0.00
1673	1	5	15068	50	0	0	1	286	5	5	2	4	1	0	0	0	0	0	0	0	1	3.5	3.59	10.5	10	9	0.00
1674	1	5	15068	50	0	0	1	286	5	5	2	4	1	0	0	0	0	0	0	0	1	4	3.59	10.5	10	9	0.00
1675	1	5	15068	50	0	0	1	286	5	5	2	4	1	0	0	0	0	0	0	0	1	4.5	3.59	10.5	10	9	0.00
1676	1	1	15068	50	0	0	1	286	5	5	2	4	1	0	0	0	0	0	0	0	1	5	3.59	10.5	10	9	0.00
1677	1	5	15068	50	5	0	3	286	5	5	2	4	0	0	1	0	0	0	0	0	1	5.5	3.59	10.5	10	9	-0.20
1678	2	10	15068	50	0	0	4	286	5	5	2	4	0	0	0	1	0	0	0	0	1	6	3.49	10.5	10	9	-0.20
1679	2	10	15068	50	0	5	3	286	5	5	2	4	0	0	1	0	0	0	0	0	1	6.5	3.39	10.5	10	9	-0.20
1680	1	5	15068	50	1	0	4	286	5	5	2	4	0	0	0	1	0	0	0	0	1	7	3.29	10.5	10	9	-0.14
1681	2	15	15068	50	5	5	1	286	5	5	2	4	1	0	0	0	0	0	0	0	1	7.5	3.22	10.5	10	9	-0.12
1682	2	15	15068	50	5	0	1	286	5	5	2	4	1	0	0	0	0	0	0	0	1	8	3.16	10.5	10	9	-0.14
1683	1	0	15068	50	0	0	2	286	5	5	2	4	0	1	0	0	0	0	0	0	1	8.5	3.09	10.5	10	9	0.16
1684	2	10	15068	50	0	5	1	286	5	5	2	4	1	0	0	0	0	0	0	0	1	9	3.17	10.5	10	9	0.14
1685	1	5	15068	50	0	10	1	286	5	5	2	4	1	0	0	0	0	0	0	0	1	9.5	3.24	10.5	10	9	0.16
1686	2	15	15068	50	10	20	1	286	5	5	2	4	1	0	0	0	0	0	0	0	1	10	3.32	10.5	10	9	0.14
1687	2	10	15068	50	10	20	1	286	5	5	2	4	1	0	0	0	0	0	0	0	1	10.5	3.39	10.5	10	9	0.16
1688	1	0	15068	50	0	0	1	286	5	5	2	4	1	0	0	0	0	0	0	0	1	11	3.47	10.5	10	9	0.14
1689	1	0	15068	50	0	0	1	286	5	5	2	4	1	0	0	0	0	0	0	0	1	11.5	3.54	10.5	10	9	0.16
1690	1	0	15068	50	0	0	1	286	5	5	2	4	1	0	0	0	0	0	0	0	1	12	3.62	10.5	10	9	0.12
1691	1	0	15068	50	0	0	1	286	5	5	2	4	1	0	0	0	0	0	0	0	1	12.5	3.69	10.5	10	9	0.12
1692	1	0	15043	51	0	0	1	12	2	5	2	2	1	0	0	0	0	1	0	0	0	0	0.59	7.5	7	6	0.88
1693	1	0	15043	51	0	0	1	12	2	5	2	2	1	0	0	0	0	1	0	0	0	0.5	1.03	7.5	7	6	0.88
1694	1	0	15043	51	0	0	1	12	2	5	2	2	1	0	0	0	0	1	0	0	0	1	1.47	7.5	7	6	0.86
1695	2	25	15043	51	0	0	1	12	2	5	2	2	1	0	0	0	0	1	0	0	0	1.5	1.9	7.5	7	6	0.88
1696	3	30	15043	51	0	0	1	12	2	5	2	2	1	0	0	0	0	1	0	0	0	2	2.34	7.5	7	6	0.88
1697	3	30	15043	51	0	0	3	12	2	5	2	2	0	0	1	0	0	1	0	0	0	2.5	2.78	7.5	7	6	0.88
1698	3	30	15043	51	0	10	1	12	2	5	2	2	1	0	0	0	0	1	0	0	0	3	3.22	7.5	7	6	0.86
1699	2	15	15043	51	5	5	1	12	2	5	2	2	1	0	0	0	0	1	0	0	0	3.5	3.65	7.5	7	6	0.88
1700	1	1	15043	51	0	0	1	12	2	5	2	2	1	0	0	0	0	1	0	0	0	4	4.09	7.5	7	6	-0.50
1701	1	5	15043	51	5	0	4	12	2	5	2	2	0	0	0	1	0	1	0	0	0	4.5	3.84	7.5	7	6	-0.50
1702	2	10	15043	51	10	0	1	12	2	5	2	2	1	0	0	0	0	1	0	0	0	5	3.59	7.5	7	6	-0.50
1703	2	10	15043	51	20	5	3	12	2	5	2	2	0	0	1	0	0	1	0	0	0	5.5	3.34	7.5	7	6	-0.50
1704	1	5	15043	51	15	0	3	12	2	5	2	2	0	0	1	0	0	1	0	0	0	6	3.09	7.5	7	6	1.00
1705	1	0	15043	51	5	0	1	12	2	5	2	2	1	0	0	0	0	1	0	0	0	6.5	3.59	7.5	7	6	1.00
1706	1	0	15043	51	5	0	1	12	2	5	2	2	1	0	0	0	0	1	0	0	0	7	4.09	7.5	7	6	0.28
1707	1	0	15043	51	5	0	1	12	2	5	2	2	1	0	0	0	0	1	0	0	0	7.5	4.23	7.5	7	6	0.30
1708	1	0	15043	51	10	0	3	12	2	5	2	2	0	0	1	0	0	1	0	0	0	8	4.38	7.5	7	6	0.28
1709	1	5	15043	51	15	0	1	12	2	5	2	2	1	0	0	0	0	1	0	0	0	8.5	4.52	7.5	7	6	0.28
1710	1	0	15043	51	0	0	1	12	2	5	2	2	1	0	0	0	0	1	0	0	0	9	4.66	7.5	7	6	0.28
1711	1	0	15043	51	0	0	1	12	2	5	2	2	1	0	0	0	0	1	0	0	0	9.5	4.8	7.5	7	6	0.30
1712	1	0	15043	51	0	0	1	12	2	5	2	2	1	0	0	0	0	1	0	0	0	10	4.95	7.5	7	6	0.12
1713	1	0	15043	51	0	0	1	12	2	5	2	2	1	0	0	0	0	1	0	0	0	10.5	5.09	7.5	7	6	0.12
1714	1	0	15043	52	0	0	1	2	2	15	3	3	1	0	0	0	0	1	0	0	0	0	0.66	27	26.5	18	0.86
1715	1	0	15043	52	0	0	1	2	2	15	3	3	1	0	0	0	0	1	0	0	0	0.5	1.09	27	26.5	18	0.84
1716	1	0	15043	52	0	0	1	2	2	15	3	3	1	0	0	0	0	1	0	0	0	1	1.51	27	26.5	18	0.86
1717	1	0	15043	52	0	25	1	2	2	15	3	3	1	0	0	0	0	1	0	0	0	1.5	1.94	27	26.5	18	0.84
1718	1	5	15043	52	0	5	1	2	2	15	3	3	1	0	0	0	0	1	0	0	0	2	2.36	27	26.5	18	0.02
1719	1	5	15043	52	1	5	1	2	2	15	3	3	1	0	0	0	0	1	0	0	0	2.5	2.37	27	26.5	18	0.04
1720	1	5	15043	52	0	1	1	2	2	15	3	3	1	0	0	0	0	1	0	0	0	3	2.39	27	26.5	18	0.02
1721	1	5	15043	52	0	5	1	2	2	15	3	3	1	0	0	0	0	1	0	0	0	3.5	2.4	27	26.5	18	0.04
1722	1	5	15043	52	5	5	1	2	2	15	3	3	1	0	0	0	0	1	0	0	0	4	2.42	27	26.5	18	0.02
1723	2	10	15043	52	15	0	3	2	2	15	3	3	0	0	1	0	0	1	0	0	0	4.5	2.43	27	26.5	18	0.04
1724	2	10	15043	52	10	10	3	2	2	15	3	3	0	0	1	0	0	1	0	0	0	5	2.45	27	26.5	18	0.02
1725	1	5	15043	52	15	5	4	2	2	15	3	3	0	0	0	1	0	1	0	0	0	5.5	2.46	27	26.5	18	-0.80
1726	2	10	15043	52	20	5	4	2	2	15	3	3	0	0	0	1	0	1	0	0	0	6	2.06	27	26.5	18	0.04
1727	2	15	15043	52	15	5	3	2	2	15	3	3	0	0	1	0	0	1	0	0	0	6.5	2.08	27	26.5	18	0.02
1728	2	10	15043	52	15	5	4	2	2	15	3	3	0	0	0	1	0	1	0	0	0	7	2.09	27	26.5	18	0.04
1729	2	10	15043	52	15	5	3	2	2	15	3	3	0	0	1	0	0	1	0	0	0	7.5	2.11	27	26.5	18	0.04
1730	2	10	15043	52	15	5	3	2	2	15	3	3	0	0	1	0	0	1	0	0	0	8	2.13	27	26.5	18	0.02
1731	1	5	15043	52	0	0	1	2	2	15	3	3	1	0	0	0	0	1	0	0	0	8.5	2.14	27	26.5	18	0.04
1732	1	5	15043	52	15	0	1	2	2	15	3	3	1	0	0	0	0	1	0	0	0	9	2.16	27	26.5	18	0.04
1733	1	5	15043	52	0	0	1	2	2	15	3	3	1	0	0	0	0	1	0	0	0	9.5	2.18	27	26.5	18	0.02
1734	2	20	15043	52	5	0	1	2	2	15	3	3	1	0	0	0	0	1	0	0	0	10	2.19	27	26.5	18	0.04
1735	1	5	15043	52	5	5	1	2	2	15	3	3	1	0	0	0	0	1	0	0	0	10.5	2.21	27	26.5	18	0.04
1736	2	10	15043	52	5	0	1	2	2	15	3	3	1	0	0	0	0	1	0	0	0	11	2.23	27	26.5	18	0.02
1737	1	5	15043	52	5	0	3	2	2	15	3	3	0	0	1	0	0	1	0	0	0	11.5	2.24	27	26.5	18	0.04
1738	2	15	15043	52	25	5	1	2	2	15	3	3	1	0	0	0	0	1	0	0	0	12	2.26	27	26.5	18	-0.16
1739	2	15	15043	52	20	0	1	2	2	15	3	3	1	0	0	0	0	1	0	0	0	12.5	2.18	27	26.5	18	-0.16
1740	2	10	15043	52	20	0	3	2	2	15	3	3	0	0	1	0	0	1	0	0	0	13	2.1	27	26.5	18	-0.16
1741	1	0	15043	52	15	0	2	2	2	15	3	3	0	1	0	0	0	1	0	0	0	13.5	2.02	27	26.5	18	-0.16
1742	1	5	15043	52	15	0	4	2	2	15	3	3	0	0	0	1	0	1	0	0	0	14	1.94	27	26.5	18	-0.16
1743	1	5	15043	52	10	1	4	2	2	15	3	3	0	0	0	1	0	1	0	0	0	14.5	1.86	27	26.5	18	-0.16
1744	1	0	15043	52	0	0	2	2	2	15	3	3	0	1	0	0	0	1	0	0	0	15	1.78	27	26.5	18	-0.16
1745	1	0	15043	52	10	0	2	2	2	15	3	3	0	1	0	0	0	1	0	0	0	15.5	1.7	27	26.5	18	-0.16
1746	1	0	15043	52	5	0	2	2	2	15	3	3	0	1	0	0	0	1	0	0	0	16	1.62	27	26.5	18	-0.16
1747	1	0	15043	52	5	0	2	2	2	15	3	3	0	1	0	0	0	1	0	0	0	16.5	1.54	27	26.5	18	-0.16
1748	1	0	15043	52	10	0	2	2	2	15	3	3	0	1	0	0	0	1	0	0	0	17	1.46	27	26.5	18	0.28
1749	2	10	15043	52	2	0	3	2	2	15	3	3	0	0	1	0	0	1	0	0	0	17.5	1.6	27	26.5	18	0.28
1750	1	5	15043	52	15	0	1	2	2	15	3	3	1	0	0	0	0	1	0	0	0	18	1.74	27	26.5	18	0.28
1751	1	5	15043	52	15	5	3	2	2	15	3	3	0	0	1	0	0	1	0	0	0	18.5	1.88	27	26.5	18	0.28
1752	1	2	15043	52	30	0	1	2	2	15	3	3	1	0	0	0	0	1	0	0	0	19	2.02	27	26.5	18	0.28
1753	2	15	15043	52	25	5	1	2	2	15	3	3	1	0	0	0	0	1	0	0	0	19.5	2.16	27	26.5	18	-0.08
1754	1	2	15043	52	20	0	1	2	2	15	3	3	1	0	0	0	0	1	0	0	0	20	2.12	27	26.5	18	-0.10
1755	2	10	15043	52	10	0	1	2	2	15	3	3	1	0	0	0	0	1	0	0	0	20.5	2.07	27	26.5	18	-0.08
1756	1	5	15043	52	15	0	1	2	2	15	3	3	1	0	0	0	0	1	0	0	0	21	2.03	27	26.5	18	-0.08
1757	1	5	15043	52	25	0	1	2	2	15	3	3	1	0	0	0	0	1	0	0	0	21.5	1.99	27	26.5	18	-0.08
1758	2	10	15043	52	25	0	4	2	2	15	3	3	0	0	0	1	0	1	0	0	0	22	1.95	27	26.5	18	-0.10
1759	1	5	15043	52	15	0	4	2	2	15	3	3	0	0	0	1	0	1	0	0	0	22.5	1.9	27	26.5	18	-0.08
1760	1	0	15043	52	10	0	2	2	2	15	3	3	0	1	0	0	0	1	0	0	0	23	1.86	27	26.5	18	0.16
1761	1	5	15043	52	5	0	1	2	2	15	3	3	1	0	0	0	0	1	0	0	0	23.5	1.94	27	26.5	18	0.18
1762	1	5	15043	52	20	0	1	2	2	15	3	3	1	0	0	0	0	1	0	0	0	24	2.03	27	26.5	18	0.16
1763	1	5	15043	52	15	0	3	2	2	15	3	3	0	0	1	0	0	1	0	0	0	24.5	2.11	27	26.5	18	0.18
1764	2	10	15043	52	15	0	1	2	2	15	3	3	1	0	0	0	0	1	0	0	0	25	2.2	27	26.5	18	0.16
1765	2	15	15043	52	15	0	3	2	2	15	3	3	0	0	1	0	0	1	0	0	0	25.5	2.28	27	26.5	18	0.18
1766	2	15	15043	52	35	0	1	2	2	15	3	3	1	0	0	0	0	1	0	0	0	26	2.37	27	26.5	18	0.16
1767	2	20	15043	52	40	0	1	2	2	15	3	3	1	0	0	0	0	1	0	0	0	26.5	2.45	27	26.5	18	0.18
1768	2	25	15043	52	20	0	1	2	2	15	3	3	1	0	0	0	0	1	0	0	0	27	2.54	27	26.5	18	0.16
1769	2	20	15043	52	5	0	1	2	2	15	3	3	1	0	0	0	0	1	0	0	0	27.5	2.62	27	26.5	18	0.18
1770	2	10	15043	52	0	0	3	2	2	15	3	3	0	0	1	0	0	1	0	0	0	28	2.71	27	26.5	18	0.16
1771	1	1	15043	52	0	0	1	2	2	15	3	3	1	0	0	0	0	1	0	0	0	28.5	2.79	27	26.5	18	0.18
1772	2	15	15043	52	0	0	1	2	2	15	3	3	1	0	0	0	0	1	0	0	0	29	2.88	27	26.5	18	0.12
1773	1	0	15043	52	0	0	1	2	2	15	3	3	1	0	0	0	0	1	0	0	0	29.5	2.96	27	26.5	18	0.12
1774	1	0	15043	53	0	0	1	16	2	25	3	3	1	0	0	0	0	1	0	0	0	0	0.31	20	18.5	13.5	0.76
1775	1	0	15043	53	0	0	1	16	2	25	3	3	1	0	0	0	0	1	0	0	0	0.5	0.69	20	18.5	13.5	0.74
1776	1	0	15043	53	0	0	1	16	2	25	3	3	1	0	0	0	0	1	0	0	0	1	1.06	20	18.5	13.5	0.76
1777	1	0	15043	53	0	0	1	16	2	25	3	3	1	0	0	0	0	1	0	0	0	1.5	1.44	20	18.5	13.5	0.74
1778	1	0	15043	53	0	0	2	16	2	25	3	3	0	1	0	0	0	1	0	0	0	2	1.81	20	18.5	13.5	0.30
1779	1	0	15043	53	0	0	2	16	2	25	3	3	0	1	0	0	0	1	0	0	0	2.5	1.96	20	18.5	13.5	0.30
1780	2	20	15043	53	0	0	1	16	2	25	3	3	1	0	0	0	0	1	0	0	0	3	2.11	20	18.5	13.5	0.30
1781	2	15	15043	53	0	0	3	16	2	25	3	3	0	0	1	0	0	1	0	0	0	3.5	2.26	20	18.5	13.5	0.30
1782	2	10	15043	53	0	0	4	16	2	25	3	3	0	0	0	1	0	1	0	0	0	4	2.41	20	18.5	13.5	0.30
1783	1	5	15043	53	0	0	1	16	2	25	3	3	1	0	0	0	0	1	0	0	0	4.5	2.56	20	18.5	13.5	0.30
1784	2	15	15043	53	0	0	1	16	2	25	3	3	1	0	0	0	0	1	0	0	0	5	2.71	20	18.5	13.5	0.30
1785	2	10	15043	53	0	5	1	16	2	25	3	3	1	0	0	0	0	1	0	0	0	5.5	2.86	20	18.5	13.5	0.30
1786	2	20	15043	53	0	0	1	16	2	25	3	3	1	0	0	0	0	1	0	0	0	6	3.01	20	18.5	13.5	0.30
1787	2	15	15043	53	0	5	1	16	2	25	3	3	1	0	0	0	0	1	0	0	0	6.5	3.16	20	18.5	13.5	0.30
1788	2	10	15043	53	0	10	3	16	2	25	3	3	0	0	1	0	0	1	0	0	0	7	3.31	20	18.5	13.5	0.30
1789	2	15	15043	53	0	0	1	16	2	25	3	3	1	0	0	0	0	1	0	0	0	7.5	3.46	20	18.5	13.5	0.30
1790	2	15	15043	53	0	5	1	16	2	25	3	3	1	0	0	0	0	1	0	0	0	8	3.61	20	18.5	13.5	-0.34
1791	1	0	15043	53	0	0	1	16	2	25	3	3	1	0	0	0	0	1	0	0	0	8.5	3.44	20	18.5	13.5	-0.36
1792	1	5	15043	53	10	0	2	16	2	25	3	3	0	1	0	0	0	1	0	0	0	9	3.26	20	18.5	13.5	-0.34
1793	1	5	15043	53	20	0	2	16	2	25	3	3	0	1	0	0	0	1	0	0	0	9.5	3.09	20	18.5	13.5	-0.36
1794	1	0	15043	53	0	0	2	16	2	25	3	3	0	1	0	0	0	1	0	0	0	10	2.91	20	18.5	13.5	0.18
1795	1	0	15043	53	15	0	2	16	2	25	3	3	0	1	0	0	0	1	0	0	0	10.5	3	20	18.5	13.5	0.20
1796	1	0	15043	53	20	0	2	16	2	25	3	3	0	1	0	0	0	1	0	0	0	11	3.1	20	18.5	13.5	0.18
1797	1	0	15043	53	10	0	2	16	2	25	3	3	0	1	0	0	0	1	0	0	0	11.5	3.19	20	18.5	13.5	0.20
1798	1	0	15043	53	20	0	1	16	2	25	3	3	1	0	0	0	0	1	0	0	0	12	3.29	20	18.5	13.5	0.18
1799	2	10	15043	53	10	20	3	16	2	25	3	3	0	0	1	0	0	1	0	0	0	12.5	3.38	20	18.5	13.5	0.18
1800	2	10	15043	53	10	5	3	16	2	25	3	3	0	0	1	0	0	1	0	0	0	13	3.47	20	18.5	13.5	0.20
1801	1	5	15043	53	10	5	4	16	2	25	3	3	0	0	0	1	0	1	0	0	0	13.5	3.57	20	18.5	13.5	0.18
